id,type,intensity,category,isPremium,estimatedTime,requires,safetyNotes,content_en,content_es,translationStatus,notes
lvl4-t-007,truth,4,communication,true,N/A,,,What's your hard limit—something you absolutely never want to try?,"¿Cuál es tu límite absoluto, algo que nunca jamás querrías probar?",translated,
lvl4-t-008,truth,4,intimate,true,N/A,,,"Describe what complete control of pleasure would look like in a safe, negotiated scene.",Describe cómo se vería el control total del placer en una escena segura y negociada.,translated,
lvl4-t-009,truth,4,intimate,true,N/A,,,What's a degrading or humiliating thing you'd secretly enjoy me saying to you (with consent)?,¿Qué cosa degradante o humillante disfrutarías en secreto que te dijera (con consentimiento)?,translated,
lvl4-t-011,truth,4,intimate,true,N/A,,,What's a submissive act that sounds exciting in the right moment?,¿Cuál es un acto sumiso que suena excitante en el momento adecuado?,translated,
lvl4-t-013,truth,4,communication,true,N/A,,,What's a 'shameful' fantasy you have that you're afraid to admit? I won't judge.,¿Qué fantasía «vergonzosa» tienes que te da miedo admitir? No te juzgaré.,translated,
lvl4-d-004,dare,4,intimate,true,1 min,,Roleplay requires clear boundaries. Establish safewords before beginning.,Put me over your lap. Spank me while telling me I've been bad. Make it a scene.,Ponme sobre tu regazo. Dame nalgadas mientras me dices que me he portado mal. Conviértelo en una escena.,translated,
lvl4-d-007,dare,4,physical,true,1 min,,Wrist pinning should not cause pain. Release immediately if requested.,Pin my wrists above my head and kiss me aggressively. Don't let go until I submit.,Sujeta mis muñecas por encima de mi cabeza y bésame con intensidad. No me sueltes hasta que me rinda.,translated,
lvl4-d-014,dare,4,intimate,true,30 sec,body-safe-marker,Use only body-safe markers. Test for allergies first. Avoid mucous membranes.,Write a 'dirty' word on my body with a marker. Your choice. I wear it.,Escribe una palabra «sucia» en mi cuerpo con un marcador. Tú eliges. Yo la llevo.,translated,
lvl4-d-015,dare,4,intimate,true,1 min,,,Make me pleasure myself while you watch. Don't let me stop until you say so.,Hazme tocarme mientras miras. No me dejes parar hasta que tú lo digas.,translated,
lvl4-c-002,challenge,4,playful,true,1 min,,Public play must be truly discreet. Never involve non-consenting people.,"Public Discretion: While we're out, send me secret signals or touches that only we understand. See how long before we need privacy.","Discreción en público: Mientras estamos fuera, envíame señales o roces secretos que solo nosotros entendamos. A ver cuánto pasa antes de necesitar privacidad.",translated,
lvl4-c-003,challenge,4,intimate,true,1 min,blindfold;headphones,Sensory deprivation can cause disorientation. Stay in physical contact. Check in verbally.,"Sensory Deprivation: Blindfold and headphones on me for 1 minute. Keep one hand on my shoulder, tap my palm twice, trace one line down my forearm, then remove both props and check in.","Privación sensorial: Venda y audífonos sobre mí durante 1 minuto. Mantén una mano en mi hombro, da dos toques en mi palma, traza una línea por mi antebrazo, luego quita ambos y verifica cómo estoy.",translated,
lvl4-c-008,challenge,4,intimate,true,1 min,,,"Command Performance: For 1 minute, I must follow every command you give. 'Kneel.' 'Open your mouth.' 'Touch yourself.'","Función de órdenes: Durante 1 minuto, debo seguir cada orden que des. «Arrodíllate». «Abre la boca». «Tócate».",translated,
lvl4-c-010,challenge,4,intimate,true,1 min,,,"Objectification Scene: For 1 minute, I'm just a body for your pleasure. No names, no talking. Use me.","Escena de objetificación: Durante 1 minuto, soy solo un cuerpo para tu placer. Sin nombres, sin hablar. Úsame.",translated,
lvl4-c-011,challenge,4,intimate,true,1 min,,Roleplay punishment must be clearly distinguished from real conflict. Debrief after.,"Punishment Scene: I've been 'bad.' Decide my punishment and carry it out—spanking, corner time, or denial.","Escena de castigo: Me he portado «mal». Decide mi castigo y llévalo a cabo: nalgadas, tiempo en el rincón o negación.",translated,
lvl4-c-012,challenge,4,intimate,true,1 min,toy,Listen for safeword. Numbness means stop. Provide aftercare and gentleness after.,"Toy Tease: Hold the toy anywhere above my waist—shoulders, spine, hips over clothing. I stay still as long as I can. Pause the second I say pause.","Provocación con juguete: Sostén el juguete en cualquier lugar de la cintura para arriba —hombros, columna, caderas sobre la ropa. Me quedo quieto lo que pueda. Para en cuanto diga pausa.",translated,
lvl4-fn-001,fantasy,4,intimate,true,N/A,,,Describe a CNC (consensual non-consent) scenario you'd want to explore. How would it start? What's the safeword?,Describe un escenario de CNC (no-consenso consentido) que quisieras explorar. ¿Cómo empezaría? ¿Cuál es la palabra de seguridad?,translated,
lvl4-fn-002,fantasy,4,intimate,true,N/A,,,"Imagine I'm your willing captive—inside our limits, nothing off-script. What's the first thing you'd make me do?","Imagina que soy tu cautivo dispuesto —dentro de nuestros límites, nada fuera del guion. ¿Qué es lo primero que me harías hacer?",translated,
lvl4-fn-003,fantasy,4,intimate,true,N/A,,,"Describe a scene where you're completely dominant—controlling my every move, what I wear, what I'm allowed to say. Paint the picture.","Describe una escena donde eres completamente dominante, controlando cada uno de mis movimientos, qué llevo puesto, qué se me permite decir. Pinta el cuadro.",translated,
lvl4-fn-004,fantasy,4,intimate,true,N/A,,,Pretend we're at a kink club. What scene would you want to watch? What scene would you want to do?,Imagina que estamos en un club de kink. ¿Qué escena querrías ver? ¿Qué escena querrías hacer?,translated,
lvl4-fn-006,fantasy,4,intimate,true,N/A,,,"Describe a punishment scene that sounds exciting. What rule was broken, and what correction fits?","Describe una escena de castigo que suene excitante. ¿Qué regla se rompió, y qué corrección le va?",translated,
lvl4-fn-007,fantasy,4,intimate,true,N/A,,,Imagine we're exploring a dungeon together. What equipment interests you? What would you want to try?,Imagina que exploramos juntos una mazmorra. ¿Qué equipo te interesa? ¿Qué querrías probar?,translated,
lvl4-fn-008,fantasy,4,intimate,true,N/A,,,"Describe a scene where you're worshipping my body—every inch, every part, completely devoted to my pleasure.","Describe una escena donde veneras mi cuerpo —cada centímetro, cada parte, por completo dedicado a mi placer.",translated,
lvl4-rp-001,roleplay,4,playful,true,1 min,,,Police Officer and Suspect: You pulled me over. I'm trying to flirt my way out. You decide my punishment.,Policía y sospechoso: Me detuviste. Intento coquetear para librarme. Tú decides mi castigo.,translated,
lvl4-rp-002,roleplay,4,intimate,true,1 min,chair,Captivity play requires easy release and constant monitoring. Never leave alone.,"Willing Captive: I've agreed to be caught. Sit me in a chair, circle me once, and tell me the house rules. One word from me ends the scene.","Cautivo dispuesto: Acepté que me atraparan. Siéntame en una silla, rodéame una vez y dime las reglas de la casa. Una palabra mía termina la escena.",translated,
lvl4-rp-005,roleplay,4,intimate,true,1 min,,,"Interrogator: I know something you want. You have 1 minute and only charm, whispers, and slow touches to make me talk.","Interrogador: Sé algo que quieres. Tienes 1 minuto y solo encanto, susurros y roces lentos para hacerme hablar.",translated,
lvl4-rp-007,roleplay,4,playful,true,1 min,,,Supervillain and Hero: You caught me. Now I'm completely at your mercy. What do you do with your archenemy?,Supervillano y héroe: Me atrapaste. Ahora estoy por completo a tu merced. ¿Qué haces con tu archienemigo?,translated,
lvl4-qk-001,dare,4,intimate,true,1 min,collar,Keep anything at the neck loose and decorative—never restricting. Remove immediately on request.,"Collar Moment: Fasten the collar—or a ribbon—around my neck slowly, ceremonially. Then lift my chin and inspect your work.","Momento del collar: Abrocha el collar —o una cinta— alrededor de mi cuello despacio, con ceremonia. Luego levanta mi barbilla e inspecciona tu obra.",translated,
lvl4-qk-002,dare,4,intimate,true,30 sec,collar;leash,Lead gently with slack from below the neck; never pull. Stop instantly on request.,"Leash Lead: Clip the leash, then lead me exactly three steps across the room like the prize I am. Gentle hands only.","Guía con correa: Engancha la correa, luego guíame exactamente tres pasos por la habitación como el premio que soy. Solo manos suaves.",translated,
lvl4-qk-003,dare,4,intimate,true,1 min,,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,"Kneel-Optional: Invite me to kneel beside you—my choice. If I do, one hand in my hair and one minute of quiet praise.","Arrodillarse opcional: Invítame a arrodillarme a tu lado —yo decido. Si lo hago, una mano en mi cabello y un minuto de elogios en voz baja.",translated,
lvl4-qk-004,dare,4,intimate,true,1 min,,,"Ask Nicely: I want one small thing—a kiss, a compliment, your hand. Make me ask three times, each sweeter, before you grant it.","Pide con amabilidad: Quiero una cosita —un beso, un cumplido, tu mano. Hazme pedirla tres veces, cada una más dulce, antes de concederla.",translated,
lvl4-qk-005,dare,4,intimate,true,30 sec,,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,"Stay Still: Pose me how you want me—hands, chin, gaze—then circle me for 30 seconds. If I hold perfect, I earn a reward.","Quédate quieto: Ponme en la pose que quieras —manos, barbilla, mirada— luego rodéame durante 30 segundos. Si aguanto perfecto, me gano una recompensa.",translated,
lvl4-qk-006,dare,4,intimate,true,10 sec,toy,,Toy Court: Lay two toys side by side. I get ten seconds to plead for my favorite. You choose anyway—and tell me why.,"Corte de juguetes: Pon dos juguetes uno al lado del otro. Tengo diez segundos para rogar por mi favorito. Tú eliges de todos modos, y me dices por qué.",translated,
lvl4-qk-007,dare,4,intimate,true,1 min,paddle,Presentation or one featherlight tap over clothing only—no real impact mid-game. Agree on it first.,Paddle Presence: Place the paddle in my open palms like a ceremony. I present it back and name one rule for when it is ever used.,Presencia de la pala: Pon la pala en mis palmas abiertas como una ceremonia. Yo la presento de vuelta y nombro una regla para cuando alguna vez se use.,translated,
lvl4-qk-008,dare,4,intimate,true,30 sec,paddle,Presentation or one featherlight tap over clothing only—no real impact mid-game. Agree on it first.,"One Light Tap: Tap the paddle once against your own palm, then once—featherlight—on my thigh over clothing. Watch my face the whole time.","Un golpecito suave: Da un golpecito con la pala contra tu propia palma, luego uno —suavísimo— en mi muslo sobre la ropa. Mira mi cara todo el tiempo.",translated,
lvl4-qk-009,dare,4,intimate,true,1 min,,,"Wardrobe Verdict: Review what I'm wearing piece by piece, like a critic. The lowest-ranked item comes off.","Veredicto de vestuario: Revisa lo que llevo puesto prenda por prenda, como un crítico. La peor calificada se quita.",translated,
lvl4-qk-010,dare,4,playful,true,1 min,clothing,,"Gender-Swap Lite: Borrow one signature piece of my look—jacket, jewelry, lipstick—and flirt with me exactly the way I flirt with you. Playful, respectful, hot.","Intercambio de género ligero: Toma prestada una pieza distintiva de mi look —chaqueta, joyas, labial— y coquetea conmigo justo como yo coqueteo contigo. Juguetón, respetuoso, ardiente.",translated,
lvl4-qk-011,dare,4,intimate,true,10 sec,cuffs,Keep any tie loose enough to slip out of instantly. Stop the moment anyone says stop.,"Cuff Ceremony: Close the soft cuff or scarf around one wrist only, kiss the knuckles above it, and hold my eyes for ten seconds.","Ceremonia de esposas: Cierra la esposa suave o el pañuelo alrededor de una sola muñeca, besa los nudillos por encima y sostén mi mirada durante diez segundos.",translated,
lvl4-qk-012,dare,4,intimate,true,1 min,,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,"Permission Minute: For 1 minute, I ask before every touch. Grant some. Deny one, just to watch my face.","Minuto del permiso: Durante 1 minuto, pido antes de cada roce. Concede algunos. Niega uno, solo por ver mi cara.",translated,
lvl5-t-002,truth,5,intimate,true,N/A,,,Describe your most extreme fantasy—the one you barely admit to yourself. No judgment.,"Describe tu fantasía más extrema, la que apenas te admites a ti mismo. Sin juicios.",translated,
lvl5-t-003,truth,5,intimate,true,N/A,,Keep this as fantasy/boundary talk inside the game. No third party is being invited or planned.,Would you ever enjoy being watched or watching me in fantasy only? What boundary would keep it safe?,"¿Alguna vez disfrutarías ser observado u observarme, solo en la fantasía? ¿Qué límite lo mantendría seguro?",translated,
lvl5-t-005,truth,5,intimate,true,N/A,,,"Describe your dream kink scene, start to finish, in 60 seconds. Go.","Describe la escena de kink de tus sueños, de principio a fin, en 60 segundos. Ya.",translated,
lvl5-t-007,truth,5,intimate,true,N/A,,"Blindfold and control play should stay brief, verbal, and easy to stop immediately.","Would you want to be blindfolded, posed, and verbally controlled for 1 minute? What would be exciting, and what is off-limits?","¿Querrías estar vendado, posado y controlado verbalmente durante 1 minuto? ¿Qué sería excitante, y qué está prohibido?",translated,
lvl5-t-009,truth,5,communication,true,N/A,,,"Describe a one-minute D/s ritual you would actually enjoy in this game. What is the rule, and what is the reward?","Describe un ritual D/s de un minuto que de verdad disfrutarías en este juego. ¿Cuál es la regla, y cuál es la recompensa?",translated,
lvl5-t-011,truth,5,intimate,true,N/A,,"Display and objectification play should be mutually wanted, reversible, and followed with genuine praise.",Would you want to be displayed for my attention like a trophy? What would make that feel hot instead of uncomfortable?,¿Querrías ser exhibido para mi atención como un trofeo? ¿Qué haría que eso se sintiera ardiente en vez de incómodo?,translated,
lvl5-t-013,truth,5,intimate,true,N/A,,Discussion only. Do not act out CNC from a game card; keep consent explicit and easy to pause.,"CNC stays fantasy/boundary talk only: what words or scenarios are off-limits, and what keeps consent clear for you?","El CNC se queda solo en charla de fantasía/límites: ¿qué palabras o escenarios están prohibidos, y qué mantiene claro el consentimiento para ti?",translated,
lvl5-t-015,truth,5,intimate,true,N/A,,,"If you could push one boundary—agreed, safe, unhurried—which one? Why that one?","Si pudieras empujar un límite —acordado, seguro, sin prisa—, ¿cuál sería? ¿Por qué ese?",translated,
lvl5-d-002,dare,5,physical,true,1 min,paddle,Presentation and negotiation only. Do not escalate to repeated impact during the game.,Paddle Choice: Place the paddle in my open hands. I present it back and name one rule for if it is ever used.,Elección de la pala: Pon la pala en mis manos abiertas. Yo la presento de vuelta y nombro una regla para si alguna vez se usa.,translated,
lvl5-d-003,dare,5,intimate,true,30 sec,,Silence is symbolic only. Never cover the mouth or restrict breathing.,Silence: Hold one finger to my lips. I stay quiet for 30 seconds while you tell me exactly what you like about having me this obedient.,Silencio: Pon un dedo sobre mis labios. Me quedo callado durante 30 segundos mientras me dices exactamente qué te gusta de tenerme así de obediente.,translated,
lvl5-d-005,dare,5,intimate,true,1 min,,"Agree on words and tone beforehand; keep it play, end with genuine praise, and stop instantly on request.","Property Check: For 1 minute I'm yours to pose. Set my hands, tilt my chin, place me how you like me. End with one word: 'perfect.'","Comprobación de propiedad: Durante 1 minuto soy tuyo para posar. Coloca mis manos, inclina mi barbilla, ponme como te gusto. Termina con una palabra: «perfecto».",translated,
lvl5-d-006,dare,5,intimate,true,1 min,,Remove only one easy clothing item and stop immediately if either partner hesitates.,"Slow Reveal: Take one item of my clothing off me at one-tenth speed, like unwrapping something expensive. Eyes on mine.","Revelación lenta: Quítame una prenda a un décimo de velocidad, como si desenvolvieras algo caro. Tus ojos en los míos.",translated,
lvl5-d-007,dare,5,intimate,true,30 sec,perfume,"Avoid eyes, irritated skin, and allergies. Use scent lightly.","Claiming: Dab your perfume or cologne on my pulse points—wrists, then neck—and say 'mine' as you press each one.","Marcaje: Pon tu perfume o colonia en mis puntos de pulso —muñecas, luego cuello— y di «mío» al presionar cada uno.",translated,
lvl5-d-008,dare,5,intimate,true,1 min,,Keep this private. Do not involve bystanders or public spaces.,"Private Risk: Stand close like we might get caught, but stay fully private. One secret touch above the waist, then step away.","Riesgo privado: Ponte cerca como si pudieran atraparnos, pero quédate del todo en privado. Un roce secreto de la cintura para arriba, luego aléjate.",translated,
lvl5-d-009,dare,5,intimate,true,1 min,,Inspection is symbolic. Adjust posture gently and avoid anything that feels demeaning unless explicitly welcomed.,Inspection: Stand me in the middle of the room. Walk one slow circle. Adjust my posture with two fingers. Say only 'good' or 'again.',Inspección: Ponme de pie en medio de la habitación. Da una vuelta lenta. Ajusta mi postura con dos dedos. Di solo «bien» o «de nuevo».,translated,
lvl5-d-010,dare,5,intimate,true,30 sec,,Ownership language must be mutually wanted. End with real praise and stop instantly on request.,"Ownership-Lite: Cup my jaw, look at me like property you're proud of, and state three things that are yours. I answer 'yours' to each.","Propiedad ligera: Toma mi mandíbula, mírame como una propiedad de la que estás orgulloso y nombra tres cosas que son tuyas. Yo respondo «tuyo» a cada una.",translated,
lvl5-d-012,dare,5,physical,true,30 sec,,Use a light touch only. Stop if scratching feels sharp or unpleasant.,Goosebumps: Drag one fingernail from my wrist to my shoulder as slowly as humanly possible. Watch the shiver.,Piel de gallina: Arrastra una uña desde mi muñeca hasta mi hombro tan despacio como sea humanamente posible. Mira el escalofrío.,translated,
lvl5-d-013,dare,5,intimate,true,1 min,,No hypnosis or altered-state play. This is eye contact and a simple consensual prompt only.,Focus Game: Hold eye contact for 30 seconds while giving me one simple suggestion for how to pose.,Juego de concentración: Mantén el contacto visual durante 30 segundos mientras me das una simple sugerencia de cómo posar.,translated,
lvl5-d-015,dare,5,physical,true,30 sec,lipstick,Marks should not last more than a week. Avoid areas with major blood vessels. Consider social/professional visibility.,"Mark Me: Leave one agreed mark—a lipstick print, marker initials, a trace of your perfume—somewhere only we know about.","Márcame: Deja una marca acordada —una huella de labial, iniciales con marcador, un rastro de tu perfume— en un lugar que solo nosotros conozcamos.",translated,
lvl5-c-001,challenge,5,intimate,true,1 min,,,"Command Round: Give me three commands in a row—pose, speak, kneel if I choose. I obey each within limits, or pay a compliment forfeit.","Ronda de órdenes: Dame tres órdenes seguidas —posa, habla, arrodíllate si lo elijo. Obedezco cada una dentro de los límites, o pago con un cumplido de castigo.",translated,
lvl5-c-003,challenge,5,intimate,true,1 min,,,"Total Control Minute: For 60 seconds you decide everything—where I look, how I sit, when I speak. Then release me with praise.","Minuto de control total: Durante 60 segundos tú decides todo —adónde miro, cómo me siento, cuándo hablo. Luego libérame con elogios.",translated,
lvl5-c-004,challenge,5,physical,true,1 min,paddle,Negotiation only. No repeated impact or escalation during the game.,"Impact Negotiation: Tap the paddle once against your own palm, then tell me where a featherlight tap would be allowed later.","Negociación de impacto: Da un golpecito con la pala contra tu propia palma, luego dime dónde se permitiría más tarde un golpecito suavísimo.",translated,
lvl5-c-005,challenge,5,intimate,true,1 min,blindfold,Blindfold play stays brief. Keep the area clear and stop immediately on request.,"Sensory Dial: Blindfold me for 1 minute. Alternate one cool touch, one warm breath, one whispered word. I guess which comes next.","Dial sensorial: Véndame durante 1 minuto. Alterna un roce frío, un aliento cálido, una palabra susurrada. Yo adivino cuál viene después.",translated,
lvl5-c-006,challenge,5,intimate,true,1 min,,"Protocol play should be clear, brief, and easy to exit. Praise the effort afterward.","Protocol Minute: Choose one posture, one response, and one reward. Practice the ritual once, then release the role.","Minuto de protocolo: Elige una postura, una respuesta y una recompensa. Practiquen el ritual una vez, luego suelten el rol.",translated,
lvl5-c-008,challenge,5,intimate,true,1 min,,"Use only agreed words. Keep it playful, stop instantly on discomfort, and end with genuine reassurance.","Humiliation-Lite: Agree on one wicked line that feels playful, say it once, then immediately answer with real praise.","Humillación ligera: Acuerden una frase pícara que se sienta juguetona, dila una vez, luego responde de inmediato con un elogio real.",translated,
lvl5-c-009,challenge,5,intimate,true,1 min,scarf,Symbolic restraint only. Keep it loose enough to slip free and never leave a restrained partner alone.,"Soft Hold: Wrap the scarf once around my wrists—symbolic, never tight. For 1 minute I ask permission before I move. Grant or deny.","Sujeción suave: Envuelve el pañuelo una vez alrededor de mis muñecas —simbólico, nunca apretado. Durante 1 minuto pido permiso antes de moverme. Concede o niega.",translated,
lvl5-c-010,challenge,5,intimate,true,1 min,,Keep anything at the neck loose and decorative—never restricting. Remove immediately on request.,"Service Minute: For 1 minute I serve—pour your drink, fix your collar, kneel at your side if I choose. You accept it like royalty.","Minuto de servicio: Durante 1 minuto sirvo —sirvo tu bebida, arreglo tu cuello, me arrodillo a tu lado si lo elijo. Tú lo aceptas como realeza.",translated,
lvl5-c-011,challenge,5,intimate,true,1 min,,No fear or startle play. Keep sensations gentle and predictable enough to feel safe.,"Suspense Scene: I close my eyes while you make three sounds around me—fabric, breath, fingertip tap. I guess each one.","Escena de suspenso: Cierro los ojos mientras haces tres sonidos a mi alrededor —tela, aliento, toque con la yema. Yo adivino cada uno.",translated,
lvl5-c-012,challenge,5,physical,true,1 min,,"Keep pressure comfortable and avoid neck, joints, spine, or any sore area.","Intensity Mix: Alternate one firm shoulder squeeze, one soft touch, and one filthy compliment for 1 minute.","Mezcla de intensidad: Alterna un apretón firme en el hombro, un roce suave y un cumplido sucio durante 1 minuto.",translated,
lvl5-c-014,challenge,5,communication,true,1 min,,"Fantasy ranking only. No planning, pressure, or third-party involvement from this card.","Rank these fantasies out loud: being watched, watching me, sharing control with a third—in fantasy only. No planning. Just honesty.","Ordena estas fantasías en voz alta: ser observado, observarme, compartir el control con un tercero —solo en la fantasía. Sin planear. Solo honestidad.",translated,
lvl5-c-015,challenge,5,emotional,true,30 sec,,,"Aftercare Now: 30 seconds—wrap me in something soft, hand me water, and tell me one thing you loved about this game.","Cuidado posterior ahora: 30 segundos —envuélveme en algo suave, dame agua y dime una cosa que te encantó de este juego.",translated,
lvl5-fn-001,fantasy,5,intimate,true,N/A,,,Describe the private playroom you'd design for us. What's on the walls? What's in the drawer? What's the one house rule?,Describe el cuarto de juegos privado que diseñarías para nosotros. ¿Qué hay en las paredes? ¿Qué hay en el cajón? ¿Cuál es la única regla de la casa?,translated,
lvl5-fn-002,fantasy,5,intimate,true,N/A,,,"Imagine a one-minute D/s ritual for us. What is the rule, what is the reward, and what word ends the role?","Imagina un ritual D/s de un minuto para nosotros. ¿Cuál es la regla, cuál es la recompensa y qué palabra termina el rol?",translated,
lvl5-fn-003,fantasy,5,intimate,true,N/A,,Fantasy only. Do not involve or expose non-consenting people.,"Describe the fantasy of being watched without making it real: what is exciting, and what boundary protects us?","Describe la fantasía de ser observado sin hacerla real: ¿qué es excitante, y qué límite nos protege?",translated,
lvl5-fn-005,fantasy,5,intimate,true,N/A,,Fantasy and prop talk only. Do not escalate to risky play from this card.,"Describe the taboo prop that would change the room fastest—collar, leash, whip, paddle, or lingerie. Why that one?","Describe el objeto tabú que cambiaría la habitación más rápido —collar, correa, látigo, pala o lencería. ¿Por qué ese?",translated,
lvl5-fn-006,fantasy,5,intimate,true,N/A,,,"Imagine being displayed like art for 1 minute. How should I pose you, praise you, and bring you back?","Imagina ser exhibido como una obra de arte durante 1 minuto. ¿Cómo deberías posarme, elogiarme y traerme de vuelta?",translated,
lvl5-fn-007,fantasy,5,intimate,true,N/A,,Keep display play private and mutually wanted. End with real praise.,"Describe a private display scene: what would I have you wear, how would you stand, and what praise would undo the embarrassment?","Describe una escena de exhibición privada: ¿qué me pondrías, cómo te pararías y qué elogio deshacer la vergüenza?",translated,
lvl5-fn-008,fantasy,5,intimate,true,N/A,,,"Imagine a 1-minute transformation scene—pet, doll, trophy, or muse. What changes first: clothes, posture, voice, or name?","Imagina una escena de transformación de 1 minuto —mascota, muñeco, trofeo o musa. ¿Qué cambia primero: la ropa, la postura, la voz o el nombre?",translated,
lvl5-rp-002,roleplay,5,intimate,true,1 min,,"Keep pursuit symbolic and gentle. No grabbing, blocking exits, or fear play.","Cat and Mouse: Circle me once, catch my wrist gently, and claim one compliment from me before you let go.","Gato y ratón: Rodéame una vez, atrapa mi muñeca con suavidad y reclama un cumplido mío antes de soltarme.",translated,
lvl5-t-001,truth,5,communication,true,N/A,,,"What's your absolute hard limit—something you would never do, no matter what?","¿Cuál es tu límite absoluto, algo que nunca harías, pase lo que pase?",translated,
lvl5-t-004,truth,5,intimate,true,N/A,,,What's a taboo fantasy you've had that scares you a little? Why does it excite you?,¿Qué fantasía tabú has tenido que te asusta un poco? ¿Por qué te excita?,translated,
lvl5-t-006,truth,5,intimate,true,N/A,,,What's the most degrading thing you'd consent to? Where is your line?,¿Cuál es la cosa más degradante a la que consentirías? ¿Dónde está tu línea?,translated,
lvl5-t-008,truth,5,intimate,true,N/A,,"Psychological intensity should stay verbal, consensual, and easy to stop.","Which psychological edge intrigues you most—being displayed, being commanded, being ignored on purpose, or being praised until you blush? Why?","¿Qué límite psicológico te intriga más —ser exhibido, ser mandado, ser ignorado a propósito o ser elogiado hasta sonrojar? ¿Por qué?",translated,
lvl5-t-010,truth,5,intimate,true,N/A,,"Discuss limits before any impact. In the game, keep it symbolic or featherlight.","What kind of impact-lite would you actually enjoy: a palm tap, paddle presence, hair tug, scratch, or none?","¿Qué tipo de impacto ligero disfrutarías de verdad: un golpecito con la palma, presencia de la pala, jalar el cabello, un arañazo o ninguno?",translated,
lvl5-t-012,truth,5,intimate,true,N/A,,,What's a dark desire you have that you've never told anyone?,¿Cuál es un deseo oscuro que tienes y que nunca le has contado a nadie?,translated,
lvl5-t-014,truth,5,intimate,true,N/A,,,How long would you enjoy being kept wanting before you got your way? Answer honestly—then tell me if you're brave enough to prove it.,"¿Cuánto disfrutarías que te mantuvieran con ganas antes de salirte con la tuya? Responde con honestidad, luego dime si eres lo bastante valiente para demostrarlo.",translated,
lvl5-d-001,dare,5,intimate,true,30 sec,,No restraint is used. This is command and stillness only; stop immediately on request.,"Stillness Test: No ties—just your command. I hold perfectly still for 30 seconds while you study me up close. If I move, you win.","Prueba de quietud: Sin ataduras, solo tu orden. Me quedo perfectamente quieto durante 30 segundos mientras me estudias de cerca. Si me muevo, ganas.",translated,
lvl5-d-014,dare,5,intimate,true,1 min,,Permission play stays verbal and brief. Either partner can opt out or redirect.,"Permission Game: For 1 minute, I ask permission before any touch. Deny me at least once. Enjoy it.","Juego del permiso: Durante 1 minuto, pido permiso antes de cualquier roce. Niégame al menos una vez. Disfrútalo.",translated,
lvl5-c-007,challenge,5,intimate,true,1 min,,"Boundary talk only. A no ends the topic without debate; do not use that prop during the game.","Prop Boundary Check: Player up picks one prop—collar, leash, whip, paddle, lingerie, or makeup. Both players answer yes, maybe, or no. Use that prop later only if both say yes or maybe.","Chequeo de objetos: El jugador activo elige un objeto: collar, correa, látigo, pala, lencería o maquillaje. Ambos dicen sí, quizás o no. Usen ese objeto más tarde solo si ambos dicen sí o quizás.",translated,
lvl5-fn-004,fantasy,5,intimate,true,N/A,,Discussion only. Do not act out CNC from a game card.,"CNC boundary check, fantasy only: name one hard no, one required safeword, and one aftercare need.","Comprobación de límites de CNC, solo fantasía: nombra un no rotundo, una palabra de seguridad obligatoria y una necesidad de cuidado posterior.",translated,
lvl5-rp-001,roleplay,5,intimate,true,1 min,,"Power play is by mutual agreement. Keep commands brief, non-sexual, and easy to refuse.","Master/Mistress and Devoted: Give one command within limits. I obey once, then you release me with praise.","Amo/Ama y devoto: Da una orden dentro de los límites. Obedezco una vez, luego me liberas con elogios.",translated,
lvl5-rp-003,roleplay,5,intimate,true,1 min,,Pet play stays playful and brief. No degradation unless explicitly welcomed.,"Owner and Pet: Give me a playful pet name, one simple pose or trick, and one reward. I stay in character for 30 seconds.","Dueño y mascota: Dame un apodo juguetón de mascota, una pose o truco sencillo y una recompensa. Me quedo en personaje durante 30 segundos.",translated,
lvl5-rp-004,fantasy,5,intimate,true,N/A,,,"Captor-and-interrogator is a classic fantasy. Talk it through: what would make a 'resistance' scene feel safe, hot, and fully agreed between us?","El captor e interrogador es una fantasía clásica. Háblenlo: ¿qué haría que una escena de «resistencia» se sintiera segura, ardiente y totalmente acordada entre nosotros?",translated,
lvl5-rp-005,roleplay,5,intimate,true,1 min,,Worship play should feel affirming. Keep service simple and within limits.,"Deity and Worshipper: You're divine. I offer one compliment, one pose, and one act of service. You reward me with praise.","Deidad y devoto: Eres divino. Ofrezco un cumplido, una pose y un acto de servicio. Me recompensas con elogios.",translated,
lvl5-rp-007,roleplay,5,intimate,true,1 min,,No medical or risky play. Keep the experiment theatrical and consent-based.,"Mad Scientist and Experiment: Test my responses to posture, eye contact, and one whispered command. Record your findings out loud.","Científico loco y experimento: Prueba mis respuestas a la postura, el contacto visual y una orden susurrada. Registra tus hallazgos en voz alta.",translated,
lvl5-qk-001,dare,5,intimate,true,30 sec,,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,"Trophy: I'm your trophy for 30 seconds. Place me, polish an imaginary smudge off my cheek, and present me with one proud sentence.","Trofeo: Soy tu trofeo durante 30 segundos. Colócame, pule una mancha imaginaria de mi mejilla y preséntame con una frase orgullosa.",translated,
